energia_ren,pais,year,percentagem,mio_t_co2eq,meta_eu
REN_HEAT_CL,DK,2013,34.679,57.58576,7.820999999999998
REN_HEAT_CL,EE,2013,43.112,21.8173,-0.6120000000000019
REN_HEAT_CL,EL,2013,27.418,100.79861,15.082
REN_HEAT_CL,ES,2013,13.967,271.86473,28.533
REN_HEAT_CL,FI,2013,50.772,37.78247,-8.271999999999998
REN_HEAT_CL,FR,2013,17.608,434.6151,24.892
REN_HEAT_CL,HR,2013,37.308,18.76562,5.192
REN_HEAT_CL,HU,2013,23.699,54.86868,18.801
REN_HEAT_CL,IE,2013,5.185,61.08215,37.315
REN_HEAT_CL,IT,2013,18.092,405.15459,24.408
REN_HEAT_CL,LT,2013,36.873,11.00131,5.6270000000000024
REN_HEAT_CL,LU,2013,5.33,10.74727,37.17
REN_HEAT_CL,LV,2013,49.65,6.75031,-7.149999999999999
REN_HEAT_CL,MT,2013,15.399,2.83216,27.101
REN_HEAT_CL,NL,2013,4.002,199.78575,38.498
REN_HEAT_CL,PL,2013,14.265,339.08574,28.235
REN_HEAT_CL,PT,2013,34.628,63.14167,7.872
REN_HEAT_CL,RO,2013,26.195,75.24078,16.305
REN_HEAT_CL,SE,2013,61.708,-4.36683,-19.208
REN_HEAT_CL,SI,2013,35.116,12.97644,7.384
REN_HEAT_CL,SK,2013,7.875,36.53176,34.625
REN_TRA,AT,2013,9.695,75.84798,32.805
REN_TRA,BE,2013,5.088,118.96612,37.412
REN_TRA,BG,2013,5.886,48.71043,36.614
REN_TRA,CY,2013,1.127,7.77886,41.373
REN_TRA,CZ,2013,6.445,118.17132,36.055
REN_TRA,DE,2013,7.299,941.08162,35.201
REN_TRA,DK,2013,6.456,57.58576,36.044
REN_TRA,EE,2013,0.448,21.8173,42.052
REN_TRA,EL,2013,0.98,100.79861,41.52
REN_TRA,ES,2013,0.95,271.86473,41.55
REN_TRA,FI,2013,10.665,37.78247,31.835
REN_TRA,FR,2013,7.6,434.6151,34.9
REN_TRA,HR,2013,2.715,18.76562,39.785
REN_TRA,HU,2013,6.341,54.86868,36.159
REN_TRA,IE,2013,4.898,61.08215,37.602000000000004
REN_TRA,IT,2013,5.411,405.15459,37.089
REN_TRA,LT,2013,4.835,11.00131,37.665
REN_TRA,LU,2013,4.074,10.74727,38.426
REN_TRA,LV,2013,4.029,6.75031,38.471000000000004
REN_TRA,MT,2013,3.484,2.83216,39.016
REN_TRA,NL,2013,5.343,199.78575,37.157
REN_TRA,PL,2013,6.666,339.08574,35.834
REN_TRA,PT,2013,0.925,63.14167,41.575
REN_TRA,RO,2013,5.445,75.24078,37.055
REN_TRA,SE,2013,15.315,-4.36683,27.185000000000002
REN_TRA,SI,2013,3.769,12.97644,38.731
REN_TRA,SK,2013,6.212,36.53176,36.288
REN,AT,2014,33.55,67.33955,8.950000000000003
REN,BE,2014,8.038,113.18256,34.462
REN,BG,2014,18.05,50.46888,24.45
REN,CY,2014,9.144,8.13344,33.356
REN,CZ,2014,15.074,115.54153,27.426000000000002
REN,DE,2014,14.381,908.60889,28.119
REN,DK,2014,29.31,53.7222,13.190000000000001
REN,EE,2014,26.13,20.88082,16.37
REN,EL,2014,15.683,97.93345,26.817
REN,ES,2014,15.879,268.99434,26.621000000000002
REN,FI,2014,38.633,32.65861,3.8669999999999973
REN,FR,2014,14.362,409.59558,28.137999999999998
REN,HR,2014,27.817,18.17023,14.683
REN,HU,2014,14.618,54.15504,27.881999999999998
REN,IE,2014,8.516,60.96551,33.984
REN,IT,2014,17.082,382.97424,25.418
REN,LT,2014,23.592,11.79454,18.908
REN,LU,2014,4.471,10.32656,38.028999999999996
REN,LV,2014,38.629,10.79397,3.871000000000002
REN,MT,2014,4.744,2.84295,37.756
REN,NL,2014,5.415,192.38383,37.085
REN,PL,2014,11.605,333.79184,30.895
REN,PT,2014,29.508,60.14885,12.992
REN,RO,2014,24.845,72.6648,17.655
REN,SE,2014,51.151,-4.74705,-8.651000000000003
REN,SI,2014,22.459,17.11007,20.041
REN,SK,2014,11.713,36.71333,30.787
REN_ELC,AT,2014,71.059,67.33955,-28.558999999999997
REN_ELC,BE,2014,13.414,113.18256,29.086
REN_ELC,BG,2014,18.686,50.46888,23.814
REN_ELC,CY,2014,7.399,8.13344,35.101
REN_ELC,CZ,2014,13.89,115.54153,28.61
REN_ELC,DE,2014,28.171,908.60889,14.329
REN_ELC,DK,2014,48.493,53.7222,-5.993000000000002
REN_ELC,EE,2014,14.017,20.88082,28.483
REN_ELC,EL,2014,21.923,97.93345,20.577
REN_ELC,ES,2014,37.128,268.99434,5.372
REN_ELC,FI,2014,31.114,32.65861,11.386
REN_ELC,FR,2014,18.465,409.59558,24.035
REN_ELC,HR,2014,45.241,18.17023,-2.7409999999999997
REN_ELC,HU,2014,7.305,54.15504,35.195
REN_ELC,IE,2014,23.32,60.96551,19.18
REN_ELC,IT,2014,33.42,382.97424,9.079999999999998
REN_ELC,LT,2014,13.705,11.79454,28.795
REN_ELC,LU,2014,5.958,10.32656,36.542
REN_ELC,LV,2014,51.037,10.79397,-8.536999999999999
REN_ELC,MT,2014,3.333,2.84295,39.167
REN_ELC,NL,2014,9.924,192.38383,32.576
REN_ELC,PL,2014,12.36,333.79184,30.14
REN_ELC,PT,2014,52.054,60.14885,-9.554000000000002
REN_ELC,RO,2014,41.679,72.6648,0.820999999999998
REN_ELC,SE,2014,63.214,-4.74705,-20.714
REN_ELC,SI,2014,33.935,17.11007,8.564999999999998
REN_ELC,SK,2014,22.87,36.71333,19.63
REN_HEAT_CL,AT,2014,33.375,67.33955,9.125
REN_HEAT_CL,BE,2014,7.751,113.18256,34.749
REN_HEAT_CL,BG,2014,28.518,50.46888,13.982
REN_HEAT_CL,CY,2014,22.186,8.13344,20.314
REN_HEAT_CL,CZ,2014,19.528,115.54153,22.972
REN_HEAT_CL,DE,2014,13.409,908.60889,29.091
REN_HEAT_CL,DK,2014,38.014,53.7222,4.485999999999997
REN_HEAT_CL,EE,2014,44.934,20.88082,-2.4339999999999975
REN_HEAT_CL,EL,2014,27.87,97.93345,14.629999999999999
REN_HEAT_CL,ES,2014,15.557,268.99434,26.942999999999998
REN_HEAT_CL,FI,2014,51.955,32.65861,-9.454999999999998
REN_HEAT_CL,FR,2014,18.047,409.59558,24.453
REN_HEAT_CL,HR,2014,36.219,18.17023,6.280999999999999
REN_HEAT_CL,HU,2014,21.283,54.15504,21.217
REN_HEAT_CL,IE,2014,6.261,60.96551,36.239
REN_HEAT_CL,IT,2014,18.914,382.97424,23.586
REN_HEAT_CL,LT,2014,40.628,11.79454,1.8719999999999999
REN_HEAT_CL,LU,2014,7.07,10.32656,35.43
REN_HEAT_CL,LV,2014,52.15,10.79397,-9.649999999999999
REN_HEAT_CL,MT,2014,15.028,2.84295,27.472
REN_HEAT_CL,NL,2014,4.925,192.38383,37.575
REN_HEAT_CL,PL,2014,14.237,333.79184,28.262999999999998
REN_HEAT_CL,PT,2014,40.454,60.14885,2.0459999999999994
REN_HEAT_CL,RO,2014,26.739,72.6648,15.761
REN_HEAT_CL,SE,2014,62.566,-4.74705,-20.066000000000003
REN_HEAT_CL,SI,2014,34.641,17.11007,7.859000000000002
REN_HEAT_CL,SK,2014,8.865,36.71333,33.635
REN_TRA,AT,2014,10.983,67.33955,31.517
REN_TRA,BE,2014,5.845,113.18256,36.655
REN_TRA,BG,2014,5.742,50.46888,36.758
REN_TRA,CY,2014,2.68,8.13344,39.82
REN_TRA,CZ,2014,6.997,115.54153,35.503
REN_TRA,DE,2014,6.9,908.60889,35.6
REN_TRA,DK,2014,6.556,53.7222,35.944
REN_TRA,EE,2014,0.418,20.88082,42.082
REN_TRA,EL,2014,1.326,97.93345,41.174
REN_TRA,ES,2014,1.024,268.99434,41.476
REN_TRA,FI,2014,24.124,32.65861,18.376
REN_TRA,FR,2014,8.249,409.59558,34.251
REN_TRA,HR,2014,2.652,18.17023,39.848
REN_TRA,HU,2014,7.001,54.15504,35.499
REN_TRA,IE,2014,5.204,60.96551,37.296
REN_TRA,IT,2014,5.02,382.97424,37.480000000000004
REN_TRA,LT,2014,4.355,11.79454,38.144999999999996
REN_TRA,LU,2014,5.55,10.32656,36.95
REN_TRA,LV,2014,4.075,10.79397,38.425
REN_TRA,MT,2014,4.667,2.84295,37.833
REN_TRA,NL,2014,6.562,192.38383,35.938
REN_TRA,PL,2014,6.319,333.79184,36.181
REN_TRA,PT,2014,3.667,60.14885,38.833
REN_TRA,RO,2014,4.675,72.6648,37.825
REN_TRA,SE,2014,18.831,-4.74705,23.669
REN_TRA,SI,2014,2.876,17.11007,39.624
REN_TRA,SK,2014,7.951,36.71333,34.549
REN,AT,2015,33.497,75.27649,9.003
REN,BE,2015,8.06,117.56798,34.44
REN,BG,2015,18.261,54.07959,24.239
REN,CY,2015,9.903,8.18284,32.597
REN,CZ,2015,15.07,115.61906,27.43
REN,DE,2015,14.901,905.19418,27.599
REN,DK,2015,30.469,50.08338,12.030999999999999
REN,EE,2015,28.987,18.39673,13.513000000000002
REN,EL,2015,15.69,92.60584,26.810000000000002
REN,ES,2015,16.221,277.13635,26.279
REN,FI,2015,39.23,34.15887,3.270000000000003
REN,FR,2015,14.803,415.83468,27.697
REN,HR,2015,28.969,18.94378,13.530999999999999
REN,HU,2015,14.495,56.72053,28.005000000000003
REN,IE,2015,9.083,63.36633,33.417
REN,IT,2015,17.525,391.07028,24.975
REN,LT,2015,25.748,12.54744,16.752
REN,LU,2015,4.987,9.9184,37.513
REN,LV,2015,37.538,9.17146,4.962000000000003
REN,MT,2015,5.119,2.143,37.381
REN,NL,2015,5.714,199.26804,36.786
REN,PL,2015,11.881,340.33021,30.619
REN,PT,2015,30.514,65.63037,11.986
REN,RO,2015,24.785,72.74296,17.715
REN,SE,2015,52.22,-2.35058,-9.719999999999999
REN,SI,2015,22.879,17.40786,19.621
REN,SK,2015,12.882,36.65202,29.618000000000002
REN_ELC,AT,2015,71.487,75.27649,-28.986999999999995
REN_ELC,BE,2015,15.573,117.56798,26.927
REN_ELC,BG,2015,18.975,54.07959,23.525
REN_ELC,CY,2015,8.445,8.18284,34.055
REN_ELC,CZ,2015,14.072,115.61906,28.428
REN_ELC,DE,2015,30.882,905.19418,11.617999999999999
REN_ELC,DK,2015,51.292,50.08338,-8.792000000000002
REN_ELC,EE,2015,16.152,18.39673,26.348
REN_ELC,EL,2015,22.089,92.60584,20.411
REN_ELC,ES,2015,36.972,277.13635,5.527999999999999
REN_ELC,FI,2015,32.207,34.15887,10.293
REN_ELC,FR,2015,18.821,415.83468,23.679
REN_ELC,HR,2015,45.409,18.94378,-2.908999999999999
REN_ELC,HU,2015,7.341,56.72053,35.159
REN_ELC,IE,2015,25.725,63.36633,16.775
REN_ELC,IT,2015,33.459,391.07028,9.040999999999997
REN_ELC,LT,2015,15.543,12.54744,26.957
REN_ELC,LU,2015,6.197,9.9184,36.303
REN_ELC,LV,2015,52.205,9.17146,-9.704999999999998
REN_ELC,MT,2015,4.312,2.143,38.188
REN_ELC,NL,2015,11.04,199.26804,31.46
REN_ELC,PL,2015,13.401,340.33021,29.099
REN_ELC,PT,2015,52.616,65.63037,-10.116
REN_ELC,RO,2015,43.161,72.74296,-0.6610000000000014
REN_ELC,SE,2015,65.733,-2.35058,-23.233000000000004
REN_ELC,SI,2015,32.722,17.40786,9.777999999999999
REN_ELC,SK,2015,22.656,36.65202,19.844
REN_HEAT_CL,AT,2015,33.231,75.27649,9.268999999999998
REN_HEAT_CL,BE,2015,7.942,117.56798,34.558
REN_HEAT_CL,BG,2015,28.903,54.07959,13.597000000000001
REN_HEAT_CL,CY,2015,24.066,8.18284,18.434
REN_HEAT_CL,CZ,2015,19.787,115.61906,22.713
REN_HEAT_CL,DE,2015,13.432,905.19418,29.067999999999998
REN_HEAT_CL,DK,2015,39.536,50.08338,2.9639999999999986
REN_HEAT_CL,EE,2015,50.031,18.39673,-7.530999999999999
REN_HEAT_CL,EL,2015,26.557,92.60584,15.943000000000001
REN_HEAT_CL,ES,2015,16.85,277.13635,25.65
REN_HEAT_CL,FI,2015,52.618,34.15887,-10.118000000000002
REN_HEAT_CL,FR,2015,18.879,415.83468,23.621
REN_HEAT_CL,HR,2015,38.619,18.94378,3.8810000000000002
REN_HEAT_CL,HU,2015,21.335,56.72053,21.165
REN_HEAT_CL,IE,2015,6.184,63.36633,36.316
REN_HEAT_CL,IT,2015,19.255,391.07028,23.245
REN_HEAT_CL,LT,2015,46.081,12.54744,-3.581000000000003
REN_HEAT_CL,LU,2015,6.858,9.9184,35.642
REN_HEAT_CL,LV,2015,51.738,9.17146,-9.238
REN_HEAT_CL,MT,2015,14.639,2.143,27.861
REN_HEAT_CL,NL,2015,5.278,199.26804,37.222
REN_HEAT_CL,PL,2015,14.795,340.33021,27.705
REN_HEAT_CL,PT,2015,40.1,65.63037,2.3999999999999986
REN_HEAT_CL,RO,2015,25.886,72.74296,16.614
REN_HEAT_CL,SE,2015,63.235,-2.35058,-20.735
REN_HEAT_CL,SI,2015,36.15,17.40786,6.350000000000001
REN_HEAT_CL,SK,2015,10.791,36.65202,31.709
REN_TRA,AT,2015,11.409,75.27649,31.091
REN_TRA,BE,2015,3.921,117.56798,38.579
REN_TRA,BG,2015,6.492,54.07959,36.008
REN_TRA,CY,2015,2.521,8.18284,39.979
REN_TRA,CZ,2015,6.537,115.61906,35.963
REN_TRA,DE,2015,6.569,905.19418,35.931
REN_TRA,DK,2015,6.432,50.08338,36.068
REN_TRA,EE,2015,0.413,18.39673,42.087
REN_TRA,EL,2015,1.1,92.60584,41.4
REN_TRA,ES,2015,1.088,277.13635,41.412
REN_TRA,FI,2015,24.567,34.15887,17.933
REN_TRA,FR,2015,8.366,415.83468,34.134
REN_TRA,HR,2015,2.361,18.94378,40.139
REN_TRA,HU,2015,7.169,56.72053,35.331
REN_TRA,IE,2015,5.942,63.36633,36.558
REN_TRA,IT,2015,6.505,391.07028,35.995
REN_TRA,LT,2015,4.582,12.54744,37.918
REN_TRA,LU,2015,6.7,9.9184,35.8
REN_TRA,LV,2015,3.639,9.17146,38.861
REN_TRA,MT,2015,4.679,2.143,37.821
REN_TRA,NL,2015,5.597,199.26804,36.903
REN_TRA,PL,2015,5.686,340.33021,36.814
REN_TRA,PT,2015,7.431,65.63037,35.069
REN_TRA,RO,2015,5.488,72.74296,37.012
REN_TRA,SE,2015,21.49,-2.35058,21.01
REN_TRA,SI,2015,2.242,17.40786,40.258
REN_TRA,SK,2015,8.631,36.65202,33.869
REN,AT,2016,33.37,72.22816,9.130000000000003
REN,BE,2016,8.744,116.20159,33.756
REN,BG,2016,18.76,49.77645,23.74
REN,CY,2016,9.833,8.728,32.667
REN,CZ,2016,14.926,119.12358,27.573999999999998
REN,DE,2016,14.885,910.44624,27.615000000000002
REN,DK,2016,31.715,53.02524,10.785
REN,EE,2016,29.232,21.39988,13.268
REN,EL,2016,15.39,88.35172,27.11
REN,ES,2016,17.015,265.54909,25.485
REN,FI,2016,38.943,42.08565,3.557000000000002
REN,FR,2016,15.451,424.72874,27.049
REN,HR,2016,28.266,19.10103,14.234000000000002
REN,HU,2016,14.377,58.42138,28.122999999999998
REN,IE,2016,9.189,65.37795,33.311
REN,IT,2016,17.415,386.81498,25.085
REN,LT,2016,25.612,13.10099,16.888
REN,LU,2016,5.364,9.59508,37.136
REN,LV,2016,37.138,7.63454,5.362000000000002
REN,MT,2016,6.208,1.84703,36.292
REN,NL,2016,5.846,199.46735,36.653999999999996
REN,PL,2016,11.396,344.19756,31.104
REN,PT,2016,30.864,66.3526,11.636
REN,RO,2016,25.032,69.32053,17.468
REN,SE,2016,52.597,0.57929,-10.097000000000001
REN,SI,2016,21.975,18.47315,20.525
REN,SK,2016,12.029,37.33577,30.471
REN_ELC,AT,2016,72.521,72.22816,-30.021
REN_ELC,BE,2016,15.834,116.20159,26.666
REN_ELC,BG,2016,19.147,49.77645,23.353
REN_ELC,CY,2016,8.587,8.728,33.913
REN_ELC,CZ,2016,13.615,119.12358,28.884999999999998
REN_ELC,DE,2016,32.273,910.44624,10.226999999999997
REN_ELC,DK,2016,53.717,53.02524,-11.216999999999999
REN_ELC,EE,2016,16.194,21.39988,26.306
REN_ELC,EL,2016,22.657,88.35172,19.843
REN_ELC,ES,2016,36.676,265.54909,5.823999999999998
REN_ELC,FI,2016,32.716,42.08565,9.783999999999999
REN_ELC,FR,2016,19.209,424.72874,23.291
REN_ELC,HR,2016,46.667,19.10103,-4.167000000000002
REN_ELC,HU,2016,7.292,58.42138,35.208
REN_ELC,IE,2016,27.069,65.37795,15.431000000000001
REN_ELC,IT,2016,34.012,386.81498,8.488
REN_ELC,LT,2016,16.872,13.10099,25.628
REN_ELC,LU,2016,6.674,9.59508,35.826
REN_ELC,LV,2016,51.251,7.63454,-8.750999999999998
REN_ELC,MT,2016,5.714,1.84703,36.786
REN_ELC,NL,2016,12.55,199.46735,29.95
REN_ELC,PL,2016,13.342,344.19756,29.158
REN_ELC,PT,2016,53.99,66.3526,-11.490000000000002
REN_ELC,RO,2016,42.712,69.32053,-0.2120000000000033
REN_ELC,SE,2016,64.869,0.57929,-22.369
REN_ELC,SI,2016,32.056,18.47315,10.444000000000003
REN_ELC,SK,2016,22.513,37.33577,19.987
REN_HEAT_CL,AT,2016,33.48,72.22816,9.020000000000003
REN_HEAT_CL,BE,2016,8.247,116.20159,34.253
REN_HEAT_CL,BG,2016,29.99,49.77645,12.510000000000002
REN_HEAT_CL,CY,2016,24.69,8.728,17.81
REN_HEAT_CL,CZ,2016,19.879,119.12358,22.621
REN_HEAT_CL,DE,2016,13.032,910.44624,29.468
REN_HEAT_CL,DK,2016,41.078,53.02524,1.421999999999997
REN_HEAT_CL,EE,2016,51.765,21.39988,-9.265
REN_HEAT_CL,EL,2016,25.422,88.35172,17.078
REN_HEAT_CL,ES,2016,15.898,265.54909,26.602
REN_HEAT_CL,FI,2016,53.704,42.08565,-11.204
REN_HEAT_CL,FR,2016,20.12,424.72874,22.38
REN_HEAT_CL,HR,2016,37.636,19.10103,4.863999999999997
REN_HEAT_CL,HU,2016,21.027,58.42138,21.473
REN_HEAT_CL,IE,2016,6.243,65.37795,36.257
REN_HEAT_CL,IT,2016,18.887,386.81498,23.613
REN_HEAT_CL,LT,2016,46.563,13.10099,-4.063000000000002
REN_HEAT_CL,LU,2016,7.058,9.59508,35.442
REN_HEAT_CL,LV,2016,51.812,7.63454,-9.311999999999998
REN_HEAT_CL,MT,2016,16.854,1.84703,25.646
REN_HEAT_CL,NL,2016,5.192,199.46735,37.308
REN_HEAT_CL,PL,2016,14.919,344.19756,27.581
REN_HEAT_CL,PT,2016,41.614,66.3526,0.8860000000000028
REN_HEAT_CL,RO,2016,26.865,69.32053,15.635000000000002
REN_HEAT_CL,SE,2016,63.412,0.57929,-20.912
REN_HEAT_CL,SI,2016,35.563,18.47315,6.936999999999998
REN_HEAT_CL,SK,2016,9.879,37.33577,32.621
REN_TRA,AT,2016,10.583,72.22816,31.917
REN_TRA,BE,2016,6.029,116.20159,36.471000000000004
REN_TRA,BG,2016,7.203,49.77645,35.297
REN_TRA,CY,2016,2.671,8.728,39.829
REN_TRA,CZ,2016,6.496,119.12358,36.004
REN_TRA,DE,2016,7.013,910.44624,35.487
REN_TRA,DK,2016,6.732,53.02524,35.768
REN_TRA,EE,2016,0.431,21.39988,42.069
REN_TRA,EL,2016,1.624,88.35172,40.876
REN_TRA,ES,2016,5.167,265.54909,37.333
REN_TRA,FI,2016,8.816,42.08565,33.684
REN_TRA,FR,2016,8.405,424.72874,34.095
REN_TRA,HR,2016,1.218,19.10103,41.282
REN_TRA,HU,2016,7.768,58.42138,34.732
REN_TRA,IE,2016,5.159,65.37795,37.341
REN_TRA,IT,2016,7.414,386.81498,35.086
REN_TRA,LT,2016,3.649,13.10099,38.851
REN_TRA,LU,2016,5.965,9.59508,36.535
REN_TRA,LV,2016,2.449,7.63454,40.051
REN_TRA,MT,2016,5.269,1.84703,37.231
REN_TRA,NL,2016,4.761,199.46735,37.739
REN_TRA,PL,2016,3.974,344.19756,38.525999999999996
REN_TRA,PT,2016,7.647,66.3526,34.853
REN_TRA,RO,2016,6.169,69.32053,36.331
REN_TRA,SE,2016,26.56,0.57929,15.940000000000001
REN_TRA,SI,2016,1.601,18.47315,40.899
REN_TRA,SK,2016,7.765,37.33577,34.735
REN,AT,2017,33.136,78.27884,9.363999999999997
REN,BE,2017,9.136,115.69618,33.364000000000004
REN,BG,2017,18.695,51.79553,23.805
REN,CY,2017,10.478,8.77936,32.022
REN,CZ,2017,14.799,122.14698,27.701
REN,DE,2017,15.472,900.05587,27.028
REN,DK,2017,34.387,50.51749,8.113
REN,EE,2017,29.538,22.0536,12.962
REN,EL,2017,17.3,92.4496,25.2
REN,ES,2017,17.118,278.37547,25.382
REN,FI,2017,40.857,44.29889,1.6430000000000007
REN,FR,2017,15.847,432.11988,26.653
REN,HR,2017,27.28,20.8422,15.219999999999999
REN,HU,2017,13.556,59.55106,28.944000000000003
REN,IE,2017,10.52,65.93893,31.98
REN,IT,2017,18.267,394.38909,24.233
REN,LT,2017,26.038,14.04614,16.462
REN,LU,2017,6.194,9.87206,36.306
REN,LV,2017,39.008,6.51557,3.4919999999999973
REN,MT,2017,7.219,2.01188,35.281
REN,NL,2017,6.507,196.10885,35.993
REN,PL,2017,11.059,358.43727,31.441000000000003
REN,PT,2017,30.611,86.51799,11.889
REN,RO,2017,24.454,73.20777,18.046
REN,SE,2017,53.39,5.57464,-10.89
REN,SI,2017,21.658,18.68698,20.842
REN,SK,2017,11.465,38.50896,31.035
REN_ELC,AT,2017,71.626,78.27884,-29.126000000000005
REN_ELC,BE,2017,17.214,115.69618,25.286
REN_ELC,BG,2017,19.022,51.79553,23.478
REN_ELC,CY,2017,8.911,8.77936,33.589
REN_ELC,CZ,2017,13.654,122.14698,28.846
REN_ELC,DE,2017,34.612,900.05587,7.887999999999998
REN_ELC,DK,2017,59.94,50.51749,-17.439999999999998
REN_ELC,EE,2017,17.583,22.0536,24.917
REN_ELC,EL,2017,24.464,92.4496,18.036
REN_ELC,ES,2017,36.465,278.37547,6.034999999999997
REN_ELC,FI,2017,35.044,44.29889,7.456000000000003
REN_ELC,FR,2017,19.933,432.11988,22.567
REN_ELC,HR,2017,46.437,20.8422,-3.9369999999999976
REN_ELC,HU,2017,7.513,59.55106,34.987
REN_ELC,IE,2017,30.318,65.93893,12.181999999999999
REN_ELC,IT,2017,34.104,394.38909,8.396
REN_ELC,LT,2017,18.255,14.04614,24.245
REN_ELC,LU,2017,8.055,9.87206,34.445
REN_ELC,LV,2017,54.352,6.51557,-11.851999999999997
REN_ELC,MT,2017,6.845,2.01188,35.655
REN_ELC,NL,2017,13.812,196.10885,28.688000000000002
REN_ELC,PL,2017,13.082,358.43727,29.418
REN_ELC,PT,2017,54.168,86.51799,-11.668
REN_ELC,RO,2017,41.965,73.20777,0.5349999999999966
REN_ELC,SE,2017,65.909,5.57464,-23.409000000000006
REN_ELC,SI,2017,32.425,18.68698,10.075000000000003
REN_ELC,SK,2017,21.343,38.50896,21.157
REN_HEAT_CL,AT,2017,33.67,78.27884,8.829999999999998
REN_HEAT_CL,BE,2017,8.2,115.69618,34.3
REN_HEAT_CL,BG,2017,29.854,51.79553,12.646
REN_HEAT_CL,CY,2017,26.42,8.77936,16.08
REN_HEAT_CL,CZ,2017,19.728,122.14698,22.772
REN_HEAT_CL,DE,2017,13.369,900.05587,29.131
REN_HEAT_CL,DK,2017,44.063,50.51749,-1.5630000000000024
REN_HEAT_CL,EE,2017,52.217,22.0536,-9.716999999999999
REN_HEAT_CL,EL,2017,28.246,92.4496,14.254000000000001
REN_HEAT_CL,ES,2017,16.205,278.37547,26.295
REN_HEAT_CL,FI,2017,54.593,44.29889,-12.093000000000004
REN_HEAT_CL,FR,2017,20.599,432.11988,21.901
REN_HEAT_CL,HR,2017,36.627,20.8422,5.8729999999999976
REN_HEAT_CL,HU,2017,19.902,59.55106,22.598
REN_HEAT_CL,IE,2017,6.624,65.93893,35.876
REN_HEAT_CL,IT,2017,20.083,394.38909,22.417
REN_HEAT_CL,LT,2017,46.495,14.04614,-3.9949999999999974
REN_HEAT_CL,LU,2017,7.45,9.87206,35.05
REN_HEAT_CL,LV,2017,54.582,6.51557,-12.082
REN_HEAT_CL,MT,2017,19.314,2.01188,23.186
REN_HEAT_CL,NL,2017,5.75,196.10885,36.75
REN_HEAT_CL,PL,2017,14.779,358.43727,27.721
REN_HEAT_CL,PT,2017,41.022,86.51799,1.4780000000000015
REN_HEAT_CL,RO,2017,26.581,73.20777,15.919
REN_HEAT_CL,SE,2017,63.62,5.57464,-21.119999999999997
REN_HEAT_CL,SI,2017,34.639,18.68698,7.860999999999997
REN_HEAT_CL,SK,2017,9.837,38.50896,32.663
REN_TRA,AT,2017,9.703,78.27884,32.797
REN_TRA,BE,2017,6.637,115.69618,35.863
REN_TRA,BG,2017,7.273,51.79553,35.227000000000004
REN_TRA,CY,2017,2.561,8.77936,39.939
REN_TRA,CZ,2017,6.616,122.14698,35.884
REN_TRA,DE,2017,7.028,900.05587,35.472
REN_TRA,DK,2017,6.935,50.51749,35.565
REN_TRA,EE,2017,0.417,22.0536,42.083
REN_TRA,EL,2017,4.001,92.4496,38.499
REN_TRA,ES,2017,5.798,278.37547,36.702
REN_TRA,FI,2017,18.679,44.29889,23.821
REN_TRA,FR,2017,8.765,432.11988,33.735
REN_TRA,HR,2017,1.174,20.8422,41.326
REN_TRA,HU,2017,7.731,59.55106,34.769
REN_TRA,IE,2017,7.442,65.93893,35.058
REN_TRA,IT,2017,6.484,394.38909,36.016
REN_TRA,LT,2017,4.3,14.04614,38.2
REN_TRA,LU,2017,6.478,9.87206,36.022
REN_TRA,LV,2017,2.27,6.51557,40.23
REN_TRA,MT,2017,6.826,2.01188,35.674
REN_TRA,NL,2017,5.842,196.10885,36.658
REN_TRA,PL,2017,4.232,358.43727,38.268
REN_TRA,PT,2017,7.914,86.51799,34.586
REN_TRA,RO,2017,6.558,73.20777,35.942
REN_TRA,SE,2017,26.842,5.57464,15.658000000000001
REN_TRA,SI,2017,2.571,18.68698,39.929
REN_TRA,SK,2017,6.95,38.50896,35.55
REN,AT,2018,33.784,81.47219,8.716000000000001
REN,BE,2018,9.472,116.5001,33.028
REN,BG,2018,20.581,47.2227,21.919
REN,CY,2018,13.873,8.67214,28.627000000000002
REN,CZ,2018,15.139,125.32858,27.361
REN,DE,2018,16.66,908.32005,25.84
REN,DK,2018,35.159,52.20211,7.341000000000001
REN,EE,2018,29.97,23.18988,12.530000000000001
REN,EL,2018,18.001,88.37326,24.499
REN,ES,2018,17.023,272.04238,25.477
REN,FI,2018,41.185,57.8547,1.3149999999999977
REN,FR,2018,16.384,398.82671,26.116
REN,HR,2018,28.047,19.04771,14.453
REN,HU,2018,12.548,60.28028,29.951999999999998
REN,IE,2018,10.942,64.59517,31.558
REN,IT,2018,17.796,371.22613,24.704
REN,LT,2018,24.695,13.5349,17.805
REN,LU,2018,8.942,10.35018,33.558
REN,LV,2018,40.019,9.53895,2.4810000000000016
REN,MT,2018,7.914,2.01468,34.586
REN,NL,2018,7.394,190.7276,35.106
REN,PL,2018,14.936,359.19225,27.564
REN,PT,2018,30.203,64.262,12.297
REN,RO,2018,23.875,79.73421,18.625
REN,SE,2018,53.916,11.24396,-11.415999999999997
REN,SI,2018,21.378,18.62113,21.122
REN,SK,2018,11.896,39.09561,30.604
REN_ELC,AT,2018,74.189,81.47219,-31.688999999999993
REN_ELC,BE,2018,18.886,116.5001,23.614
REN_ELC,BG,2018,22.355,47.2227,20.145
REN_ELC,CY,2018,9.357,8.67214,33.143
REN_ELC,CZ,2018,13.711,125.32858,28.789
