energia_ren,pais,year,percentagem,mio_t_co2eq,meta_eu
REN_TRA,BG,2008,0.938,54.86986,41.562
REN_TRA,CY,2008,1.921,9.92166,40.579
REN_TRA,CZ,2008,2.843,134.41195,39.657
REN_TRA,DE,2008,6.316,962.77059,36.184
REN_TRA,DK,2008,0.54,71.65454,41.96
REN_TRA,EE,2008,0.185,16.21947,42.315
REN_TRA,EL,2008,1.062,129.17583,41.438
REN_TRA,ES,2008,2.165,361.01407,40.335
REN_TRA,FI,2008,2.909,39.56394,39.591
REN_TRA,FR,2008,6.245,475.92262,36.255
REN_TRA,HR,2008,1.072,23.86473,41.428
REN_TRA,HU,2008,5.183,66.20918,37.317
REN_TRA,IE,2008,1.305,71.03292,41.195
REN_TRA,IT,2008,2.616,522.5556,39.884
REN_TRA,LT,2008,4.318,18.53443,38.182
REN_TRA,LU,2008,2.173,11.72915,40.327
REN_TRA,LV,2008,1.688,5.12987,40.812
REN_TRA,MT,2008,0.0,3.05256,42.5
REN_TRA,NL,2008,2.981,212.48626,39.519
REN_TRA,PL,2008,4.143,361.64817,38.357
REN_TRA,PT,2008,2.515,71.03892,39.985
REN_TRA,RO,2008,1.345,108.85325,41.155
REN_TRA,SE,2008,8.693,0.41932,33.807
REN_TRA,SI,2008,1.773,14.42584,40.727
REN_TRA,SK,2008,4.278,44.65807,38.222
REN,AT,2009,31.039,71.28746,11.460999999999999
REN,BE,2009,4.746,124.43532,37.754
REN,BG,2009,12.005,46.01382,30.494999999999997
REN,CY,2009,5.92,9.65507,36.58
REN,CZ,2009,9.977,125.93786,32.522999999999996
REN,DE,2009,10.851,904.10091,31.649
REN,DK,2009,19.948,68.22399,22.552
REN,EE,2009,23.009,12.0683,19.491
REN,EL,2009,8.731,121.88667,33.769
REN,ES,2009,12.958,324.72713,29.542
REN,FI,2009,31.045,24.75677,11.454999999999998
REN,FR,2009,12.215,465.43505,30.285
REN,HR,2009,23.596,21.59437,18.904
REN,HU,2009,11.673,61.6346,30.826999999999998
REN,IE,2009,5.243,65.177,37.257
REN,IT,2009,12.775,465.74137,29.725
REN,LT,2009,19.798,13.02287,22.702
REN,LU,2009,2.929,11.16889,39.571
REN,LV,2009,34.317,6.85138,8.183
REN,MT,2009,0.221,2.92076,42.279
REN,NL,2009,4.266,206.85453,38.234
REN,PL,2009,8.676,333.77833,33.824
REN,PT,2009,24.405,69.45544,18.095
REN,RO,2009,22.157,102.06747,20.343
REN,SE,2009,47.024,-3.3478,-4.524000000000001
REN,SI,2009,20.765,12.3346,21.735
REN,SK,2009,9.368,40.58532,33.132
REN_ELC,AT,2009,68.626,71.28746,-26.126000000000005
REN_ELC,BE,2009,6.176,124.43532,36.324
REN_ELC,BG,2009,10.906,46.01382,31.594
REN_ELC,CY,2009,0.589,9.65507,41.911
REN_ELC,CZ,2009,6.378,125.93786,36.122
REN_ELC,DE,2009,17.521,904.10091,24.979
REN_ELC,DK,2009,28.257,68.22399,14.242999999999999
REN_ELC,EE,2009,5.966,12.0683,36.534
REN_ELC,EL,2009,11.016,121.88667,31.484
REN_ELC,ES,2009,27.882,324.72713,14.617999999999999
REN_ELC,FI,2009,26.821,24.75677,15.678999999999998
REN_ELC,FR,2009,15.088,465.43505,27.412
REN_ELC,HR,2009,35.877,21.59437,6.6229999999999976
REN_ELC,HU,2009,6.958,61.6346,35.542
REN_ELC,IE,2009,14.061,65.177,28.439
REN_ELC,IT,2009,18.807,465.74137,23.693
REN_ELC,LT,2009,5.869,13.02287,36.631
REN_ELC,LU,2009,4.105,11.16889,38.394999999999996
REN_ELC,LV,2009,41.942,6.85138,0.5579999999999998
REN_ELC,MT,2009,0.0,2.92076,42.5
REN_ELC,NL,2009,9.069,206.85453,33.431
REN_ELC,PL,2009,5.713,333.77833,36.787
REN_ELC,PT,2009,37.562,69.45544,4.938000000000002
REN_ELC,RO,2009,30.894,102.06747,11.606000000000002
REN_ELC,SE,2009,58.252,-3.3478,-15.752000000000002
REN_ELC,SI,2009,33.756,12.3346,8.744
REN_ELC,SK,2009,17.765,40.58532,24.735
REN_HEAT_CL,AT,2009,29.626,71.28746,12.873999999999999
REN_HEAT_CL,BE,2009,6.087,124.43532,36.413
REN_HEAT_CL,BG,2009,21.639,46.01382,20.861
REN_HEAT_CL,CY,2009,17.313,9.65507,25.187
REN_HEAT_CL,CZ,2009,14.26,125.93786,28.240000000000002
REN_HEAT_CL,DE,2009,11.155,904.10091,31.345
REN_HEAT_CL,DK,2009,29.403,68.22399,13.097000000000001
REN_HEAT_CL,EE,2009,42.028,12.0683,0.4720000000000013
REN_HEAT_CL,EL,2009,17.247,121.88667,25.253
REN_HEAT_CL,ES,2009,13.218,324.72713,29.282
REN_HEAT_CL,FI,2009,42.888,24.75677,-0.3879999999999981
REN_HEAT_CL,FR,2009,15.038,465.43505,27.462
REN_HEAT_CL,HR,2009,31.298,21.59437,11.202000000000002
REN_HEAT_CL,HU,2009,17.019,61.6346,25.481
REN_HEAT_CL,IE,2009,4.181,65.177,38.319
REN_HEAT_CL,IT,2009,16.431,465.74137,26.069
REN_HEAT_CL,LT,2009,33.72,13.02287,8.780000000000001
REN_HEAT_CL,LU,2009,4.629,11.16889,37.871
REN_HEAT_CL,LV,2009,47.887,6.85138,-5.3870000000000005
REN_HEAT_CL,MT,2009,2.011,2.92076,40.489
REN_HEAT_CL,NL,2009,3.37,206.85453,39.13
REN_HEAT_CL,PL,2009,11.607,333.77833,30.893
REN_HEAT_CL,PT,2009,37.931,69.45544,4.569000000000003
REN_HEAT_CL,RO,2009,26.433,102.06747,16.067
REN_HEAT_CL,SE,2009,59.203,-3.3478,-16.703000000000003
REN_HEAT_CL,SI,2009,28.874,12.3346,13.626000000000001
REN_HEAT_CL,SK,2009,8.178,40.58532,34.322
REN_TRA,AT,2009,11.175,71.28746,31.325
REN_TRA,BE,2009,2.19,124.43532,40.31
REN_TRA,BG,2009,1.092,46.01382,41.408
REN_TRA,CY,2009,2.036,9.65507,40.464
REN_TRA,CZ,2009,4.312,125.93786,38.188
REN_TRA,DE,2009,5.877,904.10091,36.623
REN_TRA,DK,2009,0.693,68.22399,41.807
REN_TRA,EE,2009,0.438,12.0683,42.062
REN_TRA,EL,2009,1.102,121.88667,41.398
REN_TRA,ES,2009,3.71,324.72713,38.79
REN_TRA,FI,2009,4.556,24.75677,37.944
REN_TRA,FR,2009,6.649,465.43505,35.851
REN_TRA,HR,2009,1.291,21.59437,41.209
REN_TRA,HU,2009,5.887,61.6346,36.613
REN_TRA,IE,2009,1.962,65.177,40.538
REN_TRA,IT,2009,3.999,465.74137,38.501
REN_TRA,LT,2009,4.481,13.02287,38.019
REN_TRA,LU,2009,2.233,11.16889,40.267
REN_TRA,LV,2009,1.888,6.85138,40.612
REN_TRA,MT,2009,0.0,2.92076,42.5
REN_TRA,NL,2009,4.57,206.85453,37.93
REN_TRA,PL,2009,5.408,333.77833,37.092
REN_TRA,PT,2009,3.885,69.45544,38.615
REN_TRA,RO,2009,1.297,102.06747,41.203
REN_TRA,SE,2009,9.356,-3.3478,33.144
REN_TRA,SI,2009,2.251,12.3346,40.249
REN_TRA,SK,2009,5.364,40.58532,37.136
REN,AT,2010,31.205,73.64572,11.295000000000002
REN,BE,2010,6.004,132.48999,36.496
REN,BG,2010,13.927,49.12734,28.573
REN,CY,2010,6.161,9.32571,36.339
REN,CZ,2010,10.513,129.82649,31.987000000000002
REN,DE,2010,11.667,944.56162,30.833
REN,DK,2010,21.888,67.3673,20.612
REN,EE,2010,24.575,16.9705,17.925
REN,EL,2010,10.077,115.82225,32.423
REN,ES,2010,13.782,306.44532,28.718
REN,FI,2010,32.166,44.66674,10.334000000000003
REN,FR,2010,12.671,467.04883,29.829
REN,HR,2010,25.103,21.24817,17.397
REN,HU,2010,12.742,62.15068,29.758
REN,IE,2010,5.755,65.92679,36.745
REN,IT,2010,13.023,472.57904,29.477
REN,LT,2010,19.639,9.49468,22.861
REN,LU,2010,2.851,11.97832,39.649
REN,LV,2010,30.375,9.07698,12.125
REN,MT,2010,0.979,2.97844,41.521
REN,NL,2010,3.917,219.03895,38.583
REN,PL,2010,9.281,343.29251,33.219
REN,PT,2010,24.15,66.65172,18.35
REN,RO,2010,22.834,90.33214,19.666
REN,SE,2010,46.099,2.98213,-3.5989999999999966
REN,SI,2010,21.081,12.6356,21.419
REN,SK,2010,9.099,42.69062,33.400999999999996
REN_ELC,AT,2010,66.361,73.64572,-23.861000000000004
REN_ELC,BE,2010,7.332,132.48999,35.168
REN_ELC,BG,2010,12.358,49.12734,30.142
REN_ELC,CY,2010,1.39,9.32571,41.11
REN_ELC,CZ,2010,7.516,129.82649,34.984
REN_ELC,DE,2010,18.241,944.56162,24.259
REN_ELC,DK,2010,32.735,67.3673,9.765
REN_ELC,EE,2010,10.294,16.9705,32.206
REN_ELC,EL,2010,12.307,115.82225,30.192999999999998
REN_ELC,ES,2010,29.748,306.44532,12.751999999999999
REN_ELC,FI,2010,27.216,44.66674,15.283999999999999
REN_ELC,FR,2010,14.815,467.04883,27.685000000000002
REN_ELC,HR,2010,37.52,21.24817,4.979999999999997
REN_ELC,HU,2010,7.103,62.15068,35.397
REN_ELC,IE,2010,15.642,65.92679,26.858
REN_ELC,IT,2010,20.091,472.57904,22.409
REN_ELC,LT,2010,7.401,9.49468,35.099000000000004
REN_ELC,LU,2010,3.786,11.97832,38.714
REN_ELC,LV,2010,42.051,9.07698,0.44899999999999807
REN_ELC,MT,2010,0.032,2.97844,42.468
REN_ELC,NL,2010,9.601,219.03895,32.899
REN_ELC,PL,2010,6.549,343.29251,35.951
REN_ELC,PT,2010,40.608,66.65172,1.892000000000003
REN_ELC,RO,2010,30.378,90.33214,12.122
REN_ELC,SE,2010,55.767,2.98213,-13.267000000000003
REN_ELC,SI,2010,32.2,12.6356,10.299999999999997
REN_ELC,SK,2010,17.774,42.69062,24.726
REN_HEAT_CL,AT,2010,30.959,73.64572,11.541
REN_HEAT_CL,BE,2010,6.71,132.48999,35.79
REN_HEAT_CL,BG,2010,24.334,49.12734,18.166
REN_HEAT_CL,CY,2010,18.813,9.32571,23.687
REN_HEAT_CL,CZ,2010,14.096,129.82649,28.404
REN_HEAT_CL,DE,2010,12.055,944.56162,30.445
REN_HEAT_CL,DK,2010,30.369,67.3673,12.131
REN_HEAT_CL,EE,2010,43.162,16.9705,-0.661999999999999
REN_HEAT_CL,EL,2010,18.658,115.82225,23.842
REN_HEAT_CL,ES,2010,12.498,306.44532,30.002000000000002
REN_HEAT_CL,FI,2010,43.973,44.66674,-1.472999999999999
REN_HEAT_CL,FR,2010,16.16,467.04883,26.34
REN_HEAT_CL,HR,2010,32.881,21.24817,9.619
REN_HEAT_CL,HU,2010,18.077,62.15068,24.423
REN_HEAT_CL,IE,2010,4.281,65.92679,38.219
REN_HEAT_CL,IT,2010,15.642,472.57904,26.858
REN_HEAT_CL,LT,2010,32.534,9.49468,9.966000000000001
REN_HEAT_CL,LU,2010,4.704,11.97832,37.796
REN_HEAT_CL,LV,2010,40.745,9.07698,1.7550000000000026
REN_HEAT_CL,MT,2010,7.282,2.97844,35.218
REN_HEAT_CL,NL,2010,3.1,219.03895,39.4
REN_HEAT_CL,PL,2010,11.812,343.29251,30.688000000000002
REN_HEAT_CL,PT,2010,33.814,66.65172,8.686
REN_HEAT_CL,RO,2010,27.227,90.33214,15.273
REN_HEAT_CL,SE,2010,57.07,2.98213,-14.57
REN_HEAT_CL,SI,2010,29.537,12.6356,12.963000000000001
REN_HEAT_CL,SK,2010,7.898,42.69062,34.602000000000004
REN_TRA,AT,2010,10.705,73.64572,31.795
REN_TRA,BE,2010,4.8,132.48999,37.7
REN_TRA,BG,2010,1.498,49.12734,41.002
REN_TRA,CY,2010,1.994,9.32571,40.506
REN_TRA,CZ,2010,5.22,129.82649,37.28
REN_TRA,DE,2010,6.413,944.56162,36.087
REN_TRA,DK,2010,1.15,67.3673,41.35
REN_TRA,EE,2010,0.433,16.9705,42.067
REN_TRA,EL,2010,1.915,115.82225,40.585
REN_TRA,ES,2010,5.018,306.44532,37.482
REN_TRA,FI,2010,4.386,44.66674,38.114
REN_TRA,FR,2010,6.577,467.04883,35.923
REN_TRA,HR,2010,1.123,21.24817,41.377
REN_TRA,HU,2010,6.163,62.15068,36.337
REN_TRA,IE,2010,2.491,65.92679,40.009
REN_TRA,IT,2010,4.916,472.57904,37.584
REN_TRA,LT,2010,3.794,9.49468,38.706
REN_TRA,LU,2010,2.093,11.97832,40.407
REN_TRA,LV,2010,3.978,9.07698,38.522
REN_TRA,MT,2010,0.0,2.97844,42.5
REN_TRA,NL,2010,3.397,219.03895,39.103
REN_TRA,PL,2010,6.64,343.29251,35.86
REN_TRA,PT,2010,5.548,66.65172,36.952
REN_TRA,RO,2010,1.366,90.33214,41.134
REN_TRA,SE,2010,9.627,2.98213,32.873
REN_TRA,SI,2010,3.118,12.6356,39.382
REN_TRA,SK,2010,5.292,42.69062,37.208
REN,AT,2011,31.552,72.22417,10.948
REN,BE,2011,6.302,122.08041,36.198
REN,BG,2011,14.152,57.89581,28.348
REN,CY,2011,6.245,9.01925,36.255
REN,CZ,2011,10.945,125.88163,31.555
REN,DE,2011,12.47,918.0638,30.03
REN,DK,2011,23.389,61.39583,19.111
REN,EE,2011,25.515,18.06335,16.985
REN,EL,2011,11.153,112.73635,31.347
REN,ES,2011,13.176,304.6211,29.323999999999998
REN,FI,2011,32.532,37.54258,9.968000000000004
REN,FR,2011,10.813,441.43744,31.686999999999998
REN,HR,2011,25.389,22.26157,17.111
REN,HU,2011,13.972,61.05937,28.528
REN,IE,2011,6.605,61.23277,35.894999999999996
REN,IT,2011,12.881,466.47042,29.619
REN,LT,2011,19.943,11.21206,22.557
REN,LU,2011,2.855,11.76084,39.645
REN,LV,2011,33.478,7.42151,9.021999999999998
REN,MT,2011,1.85,2.97043,40.65
REN,NL,2011,4.524,205.07322,37.976
REN,PL,2011,10.337,347.82637,32.163
REN,PT,2011,24.603,64.8597,17.897
REN,RO,2011,21.743,93.77197,20.757
REN,SE,2011,47.632,-1.7559,-5.131999999999998
REN,SI,2011,20.937,12.65912,21.563
REN,SK,2011,10.348,40.81321,32.152
REN_ELC,AT,2011,66.779,72.22417,-24.278999999999996
REN_ELC,BE,2011,8.989,122.08041,33.510999999999996
REN_ELC,BG,2011,12.621,57.89581,29.878999999999998
REN_ELC,CY,2011,3.445,9.01925,39.055
REN_ELC,CZ,2011,10.61,125.88163,31.89
REN_ELC,DE,2011,20.93,918.0638,21.57
REN_ELC,DK,2011,35.874,61.39583,6.625999999999998
REN_ELC,EE,2011,12.199,18.06335,30.301000000000002
REN_ELC,EL,2011,13.81,112.73635,28.689999999999998
REN_ELC,ES,2011,31.53,304.6211,10.969999999999999
REN_ELC,FI,2011,28.964,37.54258,13.536000000000001
REN_ELC,FR,2011,16.179,441.43744,26.321
REN_ELC,HR,2011,37.592,22.26157,4.908000000000001
REN_ELC,HU,2011,6.379,61.05937,36.121
REN_ELC,IE,2011,18.252,61.23277,24.248
REN_ELC,IT,2011,23.546,466.47042,18.954
REN_ELC,LT,2011,9.02,11.21206,33.480000000000004
REN_ELC,LU,2011,4.075,11.76084,38.425
REN_ELC,LV,2011,44.694,7.42151,-2.1940000000000026
REN_ELC,MT,2011,0.454,2.97043,42.046
REN_ELC,NL,2011,9.74,205.07322,32.76
REN_ELC,PL,2011,8.078,347.82637,34.422
REN_ELC,PT,2011,45.78,64.8597,-3.280000000000001
REN_ELC,RO,2011,31.131,93.77197,11.369
REN_ELC,SE,2011,59.624,-1.7559,-17.124000000000002
REN_ELC,SI,2011,31.045,12.65912,11.454999999999998
REN_ELC,SK,2011,19.305,40.81321,23.195
REN_HEAT_CL,AT,2011,31.517,72.22417,10.983
REN_HEAT_CL,BE,2011,6.718,122.08041,35.782
REN_HEAT_CL,BG,2011,24.768,57.89581,17.732
REN_HEAT_CL,CY,2011,19.977,9.01925,22.523
REN_HEAT_CL,CZ,2011,15.388,125.88163,27.112000000000002
REN_HEAT_CL,DE,2011,12.607,918.0638,29.893
REN_HEAT_CL,DK,2011,31.889,61.39583,10.611
REN_HEAT_CL,EE,2011,44.55,18.06335,-2.049999999999997
REN_HEAT_CL,EL,2011,20.111,112.73635,22.389
REN_HEAT_CL,ES,2011,13.469,304.6211,29.031
REN_HEAT_CL,FI,2011,45.732,37.54258,-3.2319999999999993
REN_HEAT_CL,FR,2011,15.263,441.43744,27.237000000000002
REN_HEAT_CL,HR,2011,33.82,22.26157,8.68
REN_HEAT_CL,HU,2011,20.043,61.05937,22.457
REN_HEAT_CL,IE,2011,4.657,61.23277,37.843
REN_HEAT_CL,IT,2011,13.818,466.47042,28.682000000000002
REN_HEAT_CL,LT,2011,32.788,11.21206,9.712000000000003
REN_HEAT_CL,LU,2011,4.736,11.76084,37.764
REN_HEAT_CL,LV,2011,44.71,7.42151,-2.210000000000001
REN_HEAT_CL,MT,2011,12.026,2.97043,30.474
REN_HEAT_CL,NL,2011,3.688,205.07322,38.812
REN_HEAT_CL,PL,2011,13.24,347.82637,29.259999999999998
REN_HEAT_CL,PT,2011,35.184,64.8597,7.3160000000000025
REN_HEAT_CL,RO,2011,24.306,93.77197,18.194
REN_HEAT_CL,SE,2011,58.519,-1.7559,-16.019
REN_HEAT_CL,SI,2011,31.785,12.65912,10.715
REN_HEAT_CL,SK,2011,9.258,40.81321,33.242000000000004
REN_TRA,AT,2011,10.077,72.22417,32.423
REN_TRA,BE,2011,4.802,122.08041,37.698
REN_TRA,BG,2011,0.898,57.89581,41.602
REN_TRA,CY,2011,0.0,9.01925,42.5
REN_TRA,CZ,2011,1.285,125.88163,41.215
REN_TRA,DE,2011,6.461,918.0638,36.039
REN_TRA,DK,2011,3.609,61.39583,38.891
REN_TRA,EE,2011,0.445,18.06335,42.055
REN_TRA,EL,2011,0.6,112.73635,41.9
REN_TRA,ES,2011,0.767,304.6211,41.733
REN_TRA,FI,2011,1.004,37.54258,41.496
REN_TRA,FR,2011,0.987,441.43744,41.513
REN_TRA,HR,2011,1.029,22.26157,41.471000000000004
REN_TRA,HU,2011,6.174,61.05937,36.326
REN_TRA,IE,2011,3.844,61.23277,38.656
REN_TRA,IT,2011,5.06,466.47042,37.44
REN_TRA,LT,2011,3.828,11.21206,38.672
REN_TRA,LU,2011,2.36,11.76084,40.14
REN_TRA,LV,2011,4.09,7.42151,38.41
REN_TRA,MT,2011,2.016,2.97043,40.484
REN_TRA,NL,2011,5.068,205.07322,37.432
REN_TRA,PL,2011,6.918,347.82637,35.582
REN_TRA,PT,2011,0.695,64.8597,41.805
REN_TRA,RO,2011,5.535,93.77197,36.965
REN_TRA,SE,2011,11.938,-1.7559,30.561999999999998
REN_TRA,SI,2011,2.477,12.65912,40.023
REN_TRA,SK,2011,5.727,40.81321,36.772999999999996
REN,AT,2012,32.734,71.26785,9.765999999999998
REN,BE,2012,7.086,119.28711,35.414
REN,BG,2012,15.837,53.18919,26.663
REN,CY,2012,7.111,8.48684,35.389
REN,CZ,2012,12.814,121.91139,29.686
REN,DE,2012,13.549,914.7421,28.951
REN,DK,2012,25.465,56.24184,17.035
REN,EE,2012,25.586,18.34392,16.914
REN,EL,2012,13.741,109.44933,28.759
REN,ES,2012,14.239,298.45251,28.261
REN,FI,2012,34.222,30.21957,8.277999999999999
REN,FR,2012,13.239,440.70822,29.261
REN,HR,2012,26.757,20.99522,15.742999999999999
REN,HU,2012,15.53,57.0962,26.97
REN,IE,2012,7.029,61.18358,35.471000000000004
REN,IT,2012,15.441,454.96246,27.058999999999997
REN,LT,2012,21.437,11.84483,21.063
REN,LU,2012,3.112,11.42807,39.388
REN,LV,2012,35.709,5.73517,6.790999999999997
REN,MT,2012,2.862,3.14113,39.638
REN,NL,2012,4.659,200.43947,37.841
REN,PL,2012,10.955,336.92649,31.545
REN,PT,2012,24.574,63.789,17.926
REN,RO,2012,22.825,88.58706,19.675
REN,SE,2012,49.403,-2.86929,-6.902999999999999
REN,SI,2012,21.551,12.12323,20.949
REN,SK,2012,10.453,37.35178,32.047
REN_ELC,AT,2012,67.439,71.26785,-24.938999999999993
REN_ELC,BE,2012,11.338,119.28711,31.162
REN_ELC,BG,2012,15.816,53.18919,26.683999999999997
REN_ELC,CY,2012,4.927,8.48684,37.573
REN_ELC,CZ,2012,11.667,121.91139,30.833
REN_ELC,DE,2012,23.605,914.7421,18.895
REN_ELC,DK,2012,38.716,56.24184,3.783999999999999
REN_ELC,EE,2012,15.67,18.34392,26.83
REN_ELC,EL,2012,16.364,109.44933,26.136
REN_ELC,ES,2012,33.438,298.45251,9.061999999999998
REN_ELC,FI,2012,29.11,30.21957,13.39
REN_ELC,FR,2012,16.548,440.70822,25.952
REN_ELC,HR,2012,38.764,20.99522,3.735999999999997
REN_ELC,HU,2012,6.057,57.0962,36.443
REN_ELC,IE,2012,19.838,61.18358,22.662
REN_ELC,IT,2012,27.42,454.96246,15.079999999999998
REN_ELC,LT,2012,10.876,11.84483,31.624000000000002
REN_ELC,LU,2012,4.66,11.42807,37.84
REN_ELC,LV,2012,44.877,5.73517,-2.3770000000000024
REN_ELC,MT,2012,1.115,3.14113,41.385
REN_ELC,NL,2012,10.35,200.43947,32.15
REN_ELC,PL,2012,10.61,336.92649,31.89
REN_ELC,PT,2012,47.505,63.789,-5.005000000000003
REN_ELC,RO,2012,33.567,88.58706,8.933
REN_ELC,SE,2012,59.779,-2.86929,-17.279000000000003
REN_ELC,SI,2012,31.637,12.12323,10.863
REN_ELC,SK,2012,20.054,37.35178,22.446
REN_HEAT_CL,AT,2012,33.077,71.26785,9.423000000000002
REN_HEAT_CL,BE,2012,7.108,119.28711,35.392
REN_HEAT_CL,BG,2012,27.241,53.18919,15.259
REN_HEAT_CL,CY,2012,21.764,8.48684,20.736
REN_HEAT_CL,CZ,2012,16.249,121.91139,26.251
REN_HEAT_CL,DE,2012,13.423,914.7421,29.076999999999998
REN_HEAT_CL,DK,2012,33.201,56.24184,9.299
REN_HEAT_CL,EE,2012,43.218,18.34392,-0.7180000000000035
REN_HEAT_CL,EL,2012,24.122,109.44933,18.378
REN_HEAT_CL,ES,2012,13.969,298.45251,28.531
REN_HEAT_CL,FI,2012,48.23,30.21957,-5.729999999999997
REN_HEAT_CL,FR,2012,16.589,440.70822,25.911
REN_HEAT_CL,HR,2012,36.554,20.99522,5.945999999999998
REN_HEAT_CL,HU,2012,23.313,57.0962,19.187
REN_HEAT_CL,IE,2012,4.849,61.18358,37.650999999999996
REN_HEAT_CL,IT,2012,16.984,454.96246,25.516
REN_HEAT_CL,LT,2012,34.535,11.84483,7.965000000000003
REN_HEAT_CL,LU,2012,4.932,11.42807,37.568
REN_HEAT_CL,LV,2012,47.265,5.73517,-4.765000000000001
REN_HEAT_CL,MT,2012,13.397,3.14113,29.103
REN_HEAT_CL,NL,2012,3.768,200.43947,38.732
REN_HEAT_CL,PL,2012,13.497,336.92649,29.003
REN_HEAT_CL,PT,2012,33.153,63.789,9.347000000000001
REN_HEAT_CL,RO,2012,25.745,88.58706,16.755
REN_HEAT_CL,SE,2012,60.635,-2.86929,-18.134999999999998
REN_HEAT_CL,SI,2012,33.146,12.12323,9.354
REN_HEAT_CL,SK,2012,8.803,37.35178,33.697
REN_TRA,AT,2012,10.031,71.26785,32.469
REN_TRA,BE,2012,4.914,119.28711,37.586
REN_TRA,BG,2012,0.65,53.18919,41.85
REN_TRA,CY,2012,0.0,8.48684,42.5
REN_TRA,CZ,2012,6.249,121.91139,36.251
REN_TRA,DE,2012,7.322,914.7421,35.178
REN_TRA,DK,2012,6.278,56.24184,36.222
REN_TRA,EE,2012,0.451,18.34392,42.049
REN_TRA,EL,2012,0.903,109.44933,41.597
REN_TRA,ES,2012,0.869,298.45251,41.631
REN_TRA,FI,2012,1.049,30.21957,41.451
REN_TRA,FR,2012,7.414,440.70822,35.086
REN_TRA,HR,2012,1.049,20.99522,41.451
REN_TRA,HU,2012,5.998,57.0962,36.502
REN_TRA,IE,2012,4.044,61.18358,38.456
REN_TRA,IT,2012,6.155,454.96246,36.345
REN_TRA,LT,2012,4.973,11.84483,37.527
REN_TRA,LU,2012,2.827,11.42807,39.673
REN_TRA,LV,2012,3.995,5.73517,38.505
REN_TRA,MT,2012,3.216,3.14113,39.284
REN_TRA,NL,2012,5.217,200.43947,37.283
REN_TRA,PL,2012,6.533,336.92649,35.967
REN_TRA,PT,2012,0.807,63.789,41.693
REN_TRA,RO,2012,4.962,88.58706,37.538
REN_TRA,SE,2012,13.777,-2.86929,28.723
REN_TRA,SI,2012,3.252,12.12323,39.248
REN_TRA,SK,2012,5.596,37.35178,36.903999999999996
REN,AT,2013,32.665,75.84798,9.835
REN,BE,2013,7.671,118.96612,34.829
REN,BG,2013,18.898,48.71043,23.602
REN,CY,2013,8.428,7.77886,34.072
REN,CZ,2013,13.927,118.17132,28.573
REN,DE,2013,13.757,941.08162,28.743000000000002
REN,DK,2013,27.173,57.58576,15.327000000000002
REN,EE,2013,25.356,21.8173,17.144
REN,EL,2013,15.326,100.79861,27.174
REN,ES,2013,15.081,271.86473,27.419
REN,FI,2013,36.63,37.78247,5.869999999999997
REN,FR,2013,13.88,434.6151,28.619999999999997
REN,HR,2013,28.04,18.76562,14.46
REN,HU,2013,16.205,54.86868,26.295
REN,IE,2013,7.521,61.08215,34.979
REN,IT,2013,16.741,405.15459,25.759
REN,LT,2013,22.689,11.00131,19.811
REN,LU,2013,3.494,10.74727,39.006
REN,LV,2013,37.037,6.75031,5.463000000000001
REN,MT,2013,3.76,2.83216,38.74
REN,NL,2013,4.691,199.78575,37.809
REN,PL,2013,11.452,339.08574,31.048000000000002
REN,PT,2013,25.699,63.14167,16.801
REN,RO,2013,23.886,75.24078,18.614
REN,SE,2013,50.153,-4.36683,-7.652999999999999
REN,SI,2013,23.16,12.97644,19.34
REN,SK,2013,10.133,36.53176,32.367000000000004
REN_ELC,AT,2013,68.909,75.84798,-26.409000000000006
REN_ELC,BE,2013,12.547,118.96612,29.953
REN_ELC,BG,2013,18.682,48.71043,23.818
REN_ELC,CY,2013,6.654,7.77886,35.846000000000004
REN_ELC,CZ,2013,12.781,118.17132,29.719
REN_ELC,DE,2013,25.284,941.08162,17.216
REN_ELC,DK,2013,43.084,57.58576,-0.5840000000000032
REN_ELC,EE,2013,12.948,21.8173,29.552
REN_ELC,EL,2013,21.241,100.79861,21.259
REN_ELC,ES,2013,36.027,271.86473,6.472999999999999
REN_ELC,FI,2013,30.543,37.78247,11.957
REN_ELC,FR,2013,16.977,434.6151,25.523
REN_ELC,HR,2013,42.077,18.76562,0.4230000000000018
REN_ELC,HU,2013,6.6,54.86868,35.9
REN_ELC,IE,2013,20.96,61.08215,21.54
REN_ELC,IT,2013,31.302,405.15459,11.198
REN_ELC,LT,2013,13.149,11.00131,29.351
REN_ELC,LU,2013,5.329,10.74727,37.171
REN_ELC,LV,2013,48.685,6.75031,-6.185000000000002
REN_ELC,MT,2013,1.571,2.83216,40.929
REN_ELC,NL,2013,9.911,199.78575,32.589
REN_ELC,PL,2013,10.676,339.08574,31.823999999999998
REN_ELC,PT,2013,49.101,63.14167,-6.600999999999999
REN_ELC,RO,2013,37.516,75.24078,4.984000000000002
REN_ELC,SE,2013,61.737,-4.36683,-19.237000000000002
REN_ELC,SI,2013,33.081,12.97644,9.418999999999997
REN_ELC,SK,2013,20.8,36.53176,21.7
REN_HEAT_CL,AT,2013,33.222,75.84798,9.277999999999999
REN_HEAT_CL,BE,2013,7.639,118.96612,34.861
REN_HEAT_CL,BG,2013,29.234,48.71043,13.265999999999998
REN_HEAT_CL,CY,2013,22.537,7.77886,19.963
REN_HEAT_CL,CZ,2013,17.706,118.17132,24.794
REN_HEAT_CL,DE,2013,13.408,941.08162,29.092
